elapsedTimeHour,elapsedTimeSec,vaisalaRH,vaisalaTemperature,vaisalaPW
20.563889,74030.0004,2.24,20.16,0.008
20.565278,74035.0008,2.19,20.16,0.007
20.566667,74040.0012,2.13,20.16,0.007
20.568056,74045.0016,2.08,20.17,0.007
20.569444,74049.9984,2.03,20.17,0.007
20.570833,74054.9988,2,20.17,0.007
20.572222,74059.9992,1.99,20.17,0.007
20.573611,74064.9996,1.96,20.18,0.007
20.575,74070,1.93,20.18,0.007
20.576389,74075.0004,1.89,20.18,0.006
20.577778,74080.0008,1.85,20.18,0.006
20.579167,74085.0012,1.81,20.18,0.006
20.580556,74090.0016,1.76,20.19,0.006
20.581944,74094.9984,1.73,20.18,0.006
20.583333,74099.9988,1.68,20.19,0.006
20.584722,74104.9992,1.66,20.19,0.006
20.586111,74109.9996,1.62,20.19,0.006
20.5875,74115,1.59,20.19,0.005
20.588889,74120.0004,1.56,20.19,0.005
20.590278,74125.0008,1.52,20.19,0.005
20.591667,74130.0012,1.5,20.19,0.005
20.593056,74135.0016,1.47,20.2,0.005
20.594444,74139.9984,1.46,20.2,0.005
20.595833,74144.9988,1.46,20.2,0.005
20.597222,74149.9992,1.44,20.2,0.005
20.598611,74154.9996,1.42,20.2,0.005
20.6,74160,1.4,20.2,0.005
20.601389,74165.0004,1.37,20.2,0.005
20.602778,74170.0008,1.35,20.21,0.005
20.604167,74175.0012,1.32,20.2,0.005
20.605556,74180.0016,1.3,20.21,0.004
20.606944,74184.9984,1.27,20.21,0.004
20.608333,74189.9988,1.25,20.21,0.004
20.609722,74194.9992,1.22,20.21,0.004
20.611111,74199.9996,1.2,20.21,0.004
20.6125,74205,1.18,20.21,0.004
20.613889,74210.0004,1.16,20.21,0.004
20.615278,74215.0008,1.14,20.21,0.004
20.616667,74220.0012,1.14,20.21,0.004
20.618056,74225.0016,1.13,20.21,0.004
20.619444,74229.9984,1.13,20.22,0.004
20.620833,74234.9988,1.12,20.22,0.004
20.622222,74239.9992,1.1,20.22,0.004
20.623611,74244.9996,1.08,20.21,0.004
20.625,74250,1.07,20.21,0.004
20.626389,74255.0004,1.05,20.22,0.004
20.627778,74260.0008,1.03,20.22,0.004
20.629167,74265.0012,1.02,20.22,0.003
20.630556,74270.0016,1,20.22,0.003
20.631944,74274.9984,0.98,20.22,0.003
20.633333,74279.9988,0.96,20.22,0.003
20.634722,74284.9992,0.95,20.22,0.003
20.636111,74289.9996,0.93,20.22,0.003
20.6375,74295,0.92,20.22,0.003
20.638889,74300.0004,0.91,20.22,0.003
20.640278,74305.0008,0.89,20.22,0.003
20.641667,74310.0012,0.88,20.22,0.003
20.643056,74315.0016,0.88,20.22,0.003
20.644444,74319.9984,0.88,20.22,0.003
20.645833,74324.9988,0.88,20.22,0.003
20.647222,74329.9992,0.87,20.22,0.003
20.648611,74334.9996,0.86,20.22,0.003
20.65,74340,0.86,20.22,0.003
20.651389,74345.0004,0.85,20.23,0.003
20.652778,74350.0008,0.83,20.22,0.003
20.654167,74355.0012,0.82,20.22,0.003
20.655556,74360.0016,0.82,20.23,0.003
20.656944,74364.9984,1.1,20.23,0.004
20.658333,74369.9988,1.98,20.23,0.007
20.659722,74374.9992,3.21,20.24,0.011
20.661111,74379.9996,4.49,20.24,0.015
20.6625,74385,5.8,20.25,0.02
20.663889,74390.0004,6.86,20.25,0.024
20.665278,74395.0008,7.75,20.25,0.027
20.666667,74400.0012,8.49,20.25,0.029
20.668056,74405.0016,9.07,20.25,0.031
20.669444,74409.9984,9.52,20.25,0.033
20.670833,74414.9988,9.87,20.25,0.034
20.672222,74419.9992,10.16,20.26,0.035
20.673611,74424.9996,10.4,20.25,0.036
20.675,74430,10.56,20.25,0.036
20.676389,74435.0004,10.7,20.26,0.037
20.677778,74440.0008,10.85,20.26,0.037
20.679167,74445.0012,10.91,20.26,0.038
20.680556,74450.0016,11.02,20.26,0.038
20.681944,74454.9984,11.09,20.26,0.038
20.683333,74459.9988,11.15,20.26,0.038
20.684722,74464.9992,11.15,20.26,0.038
20.686111,74469.9996,11.23,20.25,0.039
20.6875,74475,11.29,20.26,0.039
20.688889,74480.0004,11.31,20.26,0.039
20.690278,74485.0008,11.38,20.26,0.039
20.691667,74490.0012,11.42,20.26,0.039
20.693056,74495.0016,11.4,20.25,0.039
20.694444,74499.9984,11.4,20.25,0.039
20.695833,74504.9988,11.41,20.26,0.039
20.697222,74509.9992,11.46,20.26,0.039
20.698611,74514.9996,11.51,20.26,0.04
20.7,74520,11.52,20.26,0.04
20.701389,74525.0004,11.52,20.25,0.04
20.702778,74530.0008,11.54,20.25,0.04
20.704167,74535.0012,11.54,20.26,0.04
20.705556,74540.0016,11.54,20.26,0.04
20.706944,74544.9984,11.56,20.25,0.04
20.708333,74549.9988,11.57,20.26,0.04
20.709722,74554.9992,11.57,20.25,0.04
20.711111,74559.9996,11.55,20.25,0.04
20.7125,74565,11.55,20.25,0.04
20.713889,74570.0004,11.58,20.25,0.04
20.715278,74575.0008,11.58,20.25,0.04
20.716667,74580.0012,11.57,20.26,0.04
20.718056,74585.0016,11.61,20.26,0.04
20.719444,74589.9984,11.62,20.25,0.04
20.720833,74594.9988,11.62,20.25,0.04
20.722222,74599.9992,11.6,20.25,0.04
20.723611,74604.9996,11.6,20.25,0.04
20.725,74610,11.6,20.25,0.04
20.726389,74615.0004,11.61,20.25,0.04
20.727778,74620.0008,11.63,20.26,0.04
20.729167,74625.0012,11.65,20.25,0.04
20.730556,74630.0016,11.66,20.25,0.04
20.731944,74634.9984,11.66,20.25,0.04
20.733333,74639.9988,11.67,20.25,0.04
20.734722,74644.9992,11.62,20.25,0.04
20.736111,74649.9996,11.6,20.25,0.04
20.7375,74655,11.64,20.25,0.04
20.738889,74660.0004,12.07,20.26,0.042
20.740278,74665.0008,13.29,20.25,0.046
20.741667,74670.0012,14.8,20.25,0.051
20.743056,74675.0016,16.29,20.26,0.056
20.744444,74679.9984,17.61,20.26,0.061
20.745833,74684.9988,18.57,20.26,0.064
20.747222,74689.9992,19.29,20.26,0.066
20.748611,74694.9996,19.85,20.26,0.068
20.75,74700,20.25,20.26,0.07
20.751389,74705.0004,20.55,20.26,0.071
20.752778,74710.0008,20.79,20.26,0.072
20.754167,74715.0012,20.94,20.26,0.072
20.755556,74720.0016,21.07,20.26,0.073
20.756944,74724.9984,21.19,20.26,0.073
20.758333,74729.9988,21.27,20.26,0.073
20.759722,74734.9992,21.34,20.26,0.074
20.761111,74739.9996,21.39,20.26,0.074
20.7625,74745,21.44,20.26,0.074
20.763889,74750.0004,21.48,20.26,0.074
20.765278,74755.0008,21.51,20.26,0.074
20.766667,74760.0012,21.54,20.26,0.074
20.768056,74765.0016,21.57,20.26,0.074
20.769444,74769.9984,21.59,20.26,0.074
20.770833,74774.9988,21.61,20.25,0.074
20.772222,74779.9992,21.63,20.26,0.075
20.773611,74784.9996,21.65,20.26,0.075
20.775,74790,21.68,20.25,0.075
20.776389,74795.0004,21.7,20.25,0.075
20.777778,74800.0008,21.71,20.26,0.075
20.779167,74805.0012,21.72,20.25,0.075
20.780556,74810.0016,21.73,20.26,0.075
20.781944,74814.9984,21.74,20.26,0.075
20.783333,74819.9988,21.76,20.25,0.075
20.784722,74824.9992,21.76,20.25,0.075
20.786111,74829.9996,21.76,20.25,0.075
20.7875,74835,21.77,20.25,0.075
20.788889,74840.0004,21.78,20.25,0.075
20.790278,74845.0008,21.78,20.25,0.075
20.791667,74850.0012,21.79,20.25,0.075
20.793056,74855.0016,21.8,20.25,0.075
20.794444,74859.9984,21.81,20.25,0.075
20.795833,74864.9988,21.81,20.25,0.075
20.797222,74869.9992,21.82,20.25,0.075
20.798611,74874.9996,21.82,20.25,0.075
20.8,74880,21.82,20.25,0.075
20.801389,74885.0004,21.82,20.25,0.075
20.802778,74890.0008,21.82,20.25,0.075
20.804167,74895.0012,21.83,20.25,0.075
20.805556,74900.0016,21.83,20.25,0.075
20.806944,74904.9984,21.82,20.25,0.075
20.808333,74909.9988,21.83,20.25,0.075
20.809722,74914.9992,21.83,20.25,0.075
20.811111,74919.9996,21.83,20.25,0.075
20.8125,74925,21.83,20.25,0.075
20.813889,74930.0004,21.83,20.26,0.075
20.815278,74935.0008,21.84,20.26,0.075
20.816667,74940.0012,21.84,20.25,0.075
20.818056,74945.0016,21.85,20.25,0.075
20.819444,74949.9984,21.85,20.25,0.075
20.820833,74954.9988,21.85,20.25,0.075
20.822222,74959.9992,22.48,20.25,0.077
20.823611,74964.9996,24.05,20.25,0.083
20.825,74970,25.73,20.26,0.089
20.826389,74975.0004,27.19,20.26,0.094
20.827778,74980.0008,28.39,20.26,0.098
20.829167,74985.0012,29.21,20.26,0.101
20.830556,74990.0016,29.85,20.26,0.103
20.831944,74994.9984,30.28,20.26,0.104
20.833333,74999.9988,30.62,20.26,0.106
20.834722,75004.9992,30.84,20.26,0.106
20.836111,75009.9996,31.02,20.26,0.107
20.8375,75015,31.15,20.26,0.107
20.838889,75020.0004,31.26,20.26,0.108
20.840278,75025.0008,31.35,20.26,0.108
20.841667,75030.0012,31.4,20.26,0.108
20.843056,75035.0016,31.45,20.26,0.108
20.844444,75039.9984,31.49,20.26,0.109
20.845833,75044.9988,31.53,20.26,0.109
20.847222,75049.9992,31.57,20.26,0.109
20.848611,75054.9996,31.6,20.26,0.109
20.85,75060,31.62,20.26,0.109
20.851389,75065.0004,31.64,20.26,0.109
20.852778,75070.0008,31.66,20.27,0.109
20.854167,75075.0012,31.67,20.26,0.109
20.855556,75080.0016,31.69,20.26,0.109
20.856944,75084.9984,31.69,20.26,0.109
20.858333,75089.9988,31.7,20.26,0.109
20.859722,75094.9992,31.71,20.26,0.109
20.861111,75099.9996,31.73,20.26,0.109
20.8625,75105,31.74,20.26,0.109
20.863889,75110.0004,31.76,20.26,0.109
20.865278,75115.0008,31.76,20.26,0.109
20.866667,75120.0012,31.77,20.26,0.109
20.868056,75125.0016,31.77,20.26,0.109
20.869444,75129.9984,31.78,20.26,0.109
20.870833,75134.9988,31.79,20.25,0.11
20.872222,75139.9992,31.8,20.25,0.11
20.873611,75144.9996,31.81,20.25,0.11
20.875,75150,31.82,20.25,0.11
20.876389,75155.0004,31.82,20.25,0.11
20.877778,75160.0008,31.83,20.26,0.11
20.879167,75165.0012,31.82,20.26,0.11
20.880556,75170.0016,31.83,20.25,0.11
20.881944,75174.9984,31.84,20.25,0.11
20.883333,75179.9988,31.85,20.25,0.11
20.884722,75184.9992,31.84,20.26,0.11
20.886111,75189.9996,31.84,20.25,0.11
20.8875,75195,31.84,20.25,0.11
20.888889,75200.0004,31.85,20.25,0.11
20.890278,75205.0008,31.85,20.25,0.11
20.891667,75210.0012,31.85,20.25,0.11
20.893056,75215.0016,31.86,20.25,0.11
20.894444,75219.9984,31.87,20.25,0.11
20.895833,75224.9988,31.88,20.25,0.11
20.897222,75229.9992,31.88,20.25,0.11
20.898611,75234.9996,31.88,20.25,0.11
20.9,75240,31.88,20.25,0.11
20.901389,75245.0004,31.89,20.25,0.11
20.902778,75250.0008,31.88,20.25,0.11
20.904167,75255.0012,31.89,20.25,0.11
20.905556,75260.0016,32.71,20.25,0.113
20.906944,75264.9984,34.23,20.25,0.118
20.908333,75269.9988,36.01,20.25,0.124
20.909722,75274.9992,37.45,20.25,0.129
20.911111,75279.9996,38.48,20.26,0.133
20.9125,75285,39.22,20.26,0.135
20.913889,75290.0004,39.8,20.26,0.137
20.915278,75295.0008,40.18,20.26,0.138
20.916667,75300.0012,40.47,20.25,0.139
20.918056,75305.0016,40.69,20.26,0.14
20.919444,75309.9984,40.84,20.26,0.141
20.920833,75314.9988,40.96,20.26,0.141
20.922222,75319.9992,41.04,20.26,0.141
20.923611,75324.9996,41.11,20.26,0.142
20.925,75330,41.17,20.25,0.142
20.926389,75335.0004,41.22,20.25,0.142
20.927778,75340.0008,41.27,20.25,0.142
20.929167,75345.0012,41.31,20.25,0.142
20.930556,75350.0016,41.35,20.26,0.142
20.931944,75354.9984,41.38,20.26,0.143
20.933333,75359.9988,41.41,20.25,0.143
20.934722,75364.9992,41.44,20.26,0.143
20.936111,75369.9996,41.45,20.25,0.143
20.9375,75375,41.46,20.25,0.143
20.938889,75380.0004,41.46,20.25,0.143
20.940278,75385.0008,41.48,20.26,0.143
20.941667,75390.0012,41.49,20.26,0.143
20.943056,75395.0016,41.5,20.25,0.143
20.944444,75399.9984,41.51,20.25,0.143
20.945833,75404.9988,41.52,20.25,0.143
20.947222,75409.9992,41.52,20.25,0.143
20.948611,75414.9996,41.52,20.25,0.143
20.95,75420,41.53,20.25,0.143
20.951389,75425.0004,41.53,20.25,0.143
20.952778,75430.0008,41.54,20.25,0.143
20.954167,75435.0012,41.57,20.25,0.143
20.955556,75440.0016,41.58,20.25,0.143
20.956944,75444.9984,41.58,20.25,0.143
20.958333,75449.9988,41.59,20.25,0.143
20.959722,75454.9992,41.6,20.25,0.143
20.961111,75459.9996,41.61,20.25,0.143
20.9625,75465,41.61,20.25,0.143
20.963889,75470.0004,41.62,20.25,0.143
20.965278,75475.0008,41.63,20.25,0.143
20.966667,75480.0012,41.64,20.25,0.143
20.968056,75485.0016,41.67,20.25,0.143
20.969444,75489.9984,41.67,20.25,0.144
20.970833,75494.9988,41.66,20.24,0.143
20.972222,75499.9992,41.67,20.24,0.143
20.973611,75504.9996,41.69,20.24,0.144
20.975,75510,41.68,20.24,0.144
20.976389,75515.0004,41.68,20.24,0.144
20.977778,75520.0008,41.68,20.24,0.144
20.979167,75525.0012,41.68,20.24,0.143
20.980556,75530.0016,41.69,20.24,0.144
20.981944,75534.9984,41.71,20.25,0.144
20.983333,75539.9988,41.73,20.24,0.144
20.984722,75544.9992,41.73,20.24,0.144
20.986111,75549.9996,41.73,20.24,0.144
20.9875,75555,41.75,20.24,0.144
20.988889,75560.0004,42.73,20.24,0.147
20.990278,75565.0008,44.33,20.25,0.153
20.991667,75570.0012,46.03,20.25,0.159
20.993056,75575.0016,47.31,20.25,0.163
20.994444,75579.9984,48.26,20.25,0.166
20.995833,75584.9988,49.02,20.25,0.169
20.997222,75589.9992,49.51,20.26,0.171
20.998611,75594.9996,49.87,20.25,0.172
21,75600,50.16,20.25,0.173
21.001389,75605.0004,50.35,20.25,0.173
21.002778,75610.0008,50.5,20.26,0.174
21.004167,75615.0012,50.62,20.25,0.174
21.005556,75620.0016,50.71,20.25,0.175
21.006944,75624.9984,50.79,20.25,0.175
21.008333,75629.9988,50.85,20.26,0.175
21.009722,75634.9992,50.9,20.26,0.175
21.011111,75639.9996,50.95,20.26,0.176
21.0125,75645,50.98,20.26,0.176
21.013889,75650.0004,51.01,20.26,0.176
21.015278,75655.0008,51.03,20.26,0.176
21.016667,75660.0012,51.06,20.26,0.176
21.018056,75665.0016,51.07,20.26,0.176
21.019444,75669.9984,51.09,20.25,0.176
21.020833,75674.9988,51.12,20.25,0.176
21.022222,75679.9992,51.14,20.26,0.176
21.023611,75684.9996,51.16,20.25,0.176
21.025,75690,51.17,20.26,0.176
21.026389,75695.0004,51.19,20.26,0.176
21.027778,75700.0008,51.2,20.26,0.176
21.029167,75705.0012,51.21,20.26,0.176
21.030556,75710.0016,51.23,20.26,0.177
21.031944,75714.9984,51.24,20.26,0.177
21.033333,75719.9988,51.25,20.26,0.177
21.034722,75724.9992,51.26,20.25,0.177
21.036111,75729.9996,51.27,20.26,0.177
21.0375,75735,51.28,20.26,0.177
21.038889,75740.0004,51.3,20.26,0.177
21.040278,75745.0008,51.3,20.26,0.177
21.041667,75750.0012,51.31,20.25,0.177
21.043056,75755.0016,51.31,20.26,0.177
21.044444,75759.9984,51.32,20.25,0.177
21.045833,75764.9988,51.33,20.25,0.177
21.047222,75769.9992,51.34,20.25,0.177
21.048611,75774.9996,51.35,20.25,0.177
21.05,75780,51.35,20.25,0.177
21.051389,75785.0004,51.36,20.25,0.177
21.052778,75790.0008,51.37,20.25,0.177
21.054167,75795.0012,51.38,20.25,0.177
21.055556,75800.0016,51.39,20.25,0.177
21.056944,75804.9984,51.4,20.25,0.177
21.058333,75809.9988,51.41,20.25,0.177
21.059722,75814.9992,51.42,20.25,0.177
21.061111,75819.9996,51.42,20.25,0.177
21.0625,75825,51.42,20.25,0.177
21.063889,75830.0004,51.42,20.25,0.177
21.065278,75835.0008,51.41,20.25,0.177
21.066667,75840.0012,51.42,20.25,0.177
21.068056,75845.0016,51.42,20.25,0.177
21.069444,75849.9984,51.42,20.25,0.177
21.070833,75854.9988,51.44,20.25,0.177
21.072222,75859.9992,52.31,20.25,0.18
21.073611,75864.9996,53.83,20.25,0.185
21.075,75870,55.24,20.26,0.19
21.076389,75875.0004,56.47,20.26,0.195
21.077778,75880.0008,57.31,20.26,0.198
21.079167,75885.0012,57.99,20.27,0.2
21.080556,75890.0016,58.47,20.27,0.202
21.081944,75894.9984,58.85,20.27,0.203
21.083333,75899.9988,59.12,20.27,0.204
21.084722,75904.9992,59.35,20.27,0.205
21.086111,75909.9996,59.52,20.27,0.205
21.0875,75915,59.66,20.28,0.206
21.088889,75920.0004,59.78,20.28,0.206
21.090278,75925.0008,59.87,20.27,0.207
21.091667,75930.0012,59.96,20.27,0.207
21.093056,75935.0016,60.03,20.27,0.207
21.094444,75939.9984,60.09,20.27,0.207
21.095833,75944.9988,60.13,20.27,0.207
21.097222,75949.9992,60.17,20.28,0.208
21.098611,75954.9996,60.21,20.27,0.208
21.1,75960,60.24,20.27,0.208
21.101389,75965.0004,60.28,20.27,0.208
21.102778,75970.0008,60.31,20.27,0.208
21.104167,75975.0012,60.33,20.27,0.208
21.105556,75980.0016,60.36,20.27,0.208
21.106944,75984.9984,60.38,20.27,0.208
21.108333,75989.9988,60.41,20.27,0.208
21.109722,75994.9992,60.43,20.27,0.208
21.111111,75999.9996,60.45,20.27,0.208
21.1125,76005,60.46,20.27,0.208
21.113889,76010.0004,60.47,20.27,0.209
21.115278,76015.0008,60.48,20.27,0.209
21.116667,76020.0012,60.49,20.27,0.209
21.118056,76025.0016,60.51,20.26,0.209
21.119444,76029.9984,60.52,20.26,0.209
21.120833,76034.9988,60.53,20.26,0.209
21.122222,76039.9992,60.54,20.26,0.209
21.123611,76044.9996,60.56,20.26,0.209
21.125,76050,60.57,20.26,0.209
21.126389,76055.0004,60.57,20.26,0.209
21.127778,76060.0008,60.58,20.26,0.209
21.129167,76065.0012,60.58,20.26,0.209
21.130556,76070.0016,60.57,20.26,0.209
21.131944,76074.9984,60.57,20.26,0.209
21.133333,76079.9988,60.57,20.26,0.209
21.134722,76084.9992,60.58,20.26,0.209
21.136111,76089.9996,60.59,20.26,0.209
21.1375,76095,60.6,20.26,0.209
21.138889,76100.0004,60.62,20.26,0.209
21.140278,76105.0008,60.63,20.26,0.209
21.141667,76110.0012,60.64,20.26,0.209
21.143056,76115.0016,60.65,20.26,0.209
21.144444,76119.9984,60.65,20.26,0.209
21.145833,76124.9988,60.65,20.26,0.209
21.147222,76129.9992,60.65,20.26,0.209
21.148611,76134.9996,60.66,20.26,0.209
21.15,76140,60.66,20.25,0.209
21.151389,76145.0004,60.67,20.25,0.209
21.152778,76150.0008,60.68,20.26,0.209
21.154167,76155.0012,60.69,20.25,0.209
21.155556,76160.0016,61.5,20.26,0.212
21.156944,76164.9984,62.75,20.26,0.216
21.158333,76169.9988,64.03,20.26,0.221
21.159722,76174.9992,65.02,20.27,0.224
21.161111,76179.9996,65.79,20.27,0.227
21.1625,76185,66.4,20.27,0.229
21.163889,76190.0004,66.88,20.28,0.231
21.165278,76195.0008,67.24,20.28,0.232
21.166667,76200.0012,67.53,20.28,0.233
21.168056,76205.0016,67.75,20.28,0.234
21.169444,76209.9984,67.95,20.28,0.235
21.170833,76214.9988,68.1,20.29,0.235
21.172222,76219.9992,68.22,20.29,0.236
21.173611,76224.9996,68.34,20.29,0.236
21.175,76230,68.44,20.29,0.236
21.176389,76235.0004,68.53,20.29,0.237
21.177778,76240.0008,68.6,20.29,0.237
21.179167,76245.0012,68.67,20.29,0.237
21.180556,76250.0016,68.73,20.29,0.237
21.181944,76254.9984,68.78,20.29,0.238
21.183333,76259.9988,68.84,20.29,0.238
21.184722,76264.9992,68.89,20.29,0.238
21.186111,76269.9996,68.94,20.29,0.238
21.1875,76275,68.99,20.29,0.238
21.188889,76280.0004,69.03,20.29,0.238
21.190278,76285.0008,69.07,20.28,0.238
21.191667,76290.0012,69.1,20.28,0.239
21.193056,76295.0016,69.14,20.28,0.239
21.194444,76299.9984,69.17,20.28,0.239
21.195833,76304.9988,69.2,20.28,0.239
21.197222,76309.9992,69.23,20.28,0.239
21.198611,76314.9996,69.26,20.28,0.239
21.2,76320,69.29,20.28,0.239
21.201389,76325.0004,69.31,20.28,0.239
21.202778,76330.0008,69.34,20.28,0.239
21.204167,76335.0012,69.35,20.28,0.239
21.205556,76340.0016,69.37,20.28,0.239
21.206944,76344.9984,69.39,20.28,0.239
21.208333,76349.9988,69.41,20.28,0.239
21.209722,76354.9992,69.42,20.28,0.24
21.211111,76359.9996,69.44,20.28,0.24
21.2125,76365,69.45,20.28,0.24
21.213889,76370.0004,69.46,20.28,0.24
21.215278,76375.0008,69.48,20.27,0.24
21.216667,76380.0012,69.49,20.27,0.24
21.218056,76385.0016,69.51,20.28,0.24
21.219444,76389.9984,69.52,20.28,0.24
21.220833,76394.9988,69.53,20.27,0.24
21.222222,76399.9992,69.54,20.28,0.24
21.223611,76404.9996,69.54,20.28,0.24
21.225,76410,69.55,20.27,0.24
21.226389,76415.0004,69.56,20.28,0.24
21.227778,76420.0008,69.56,20.27,0.24
21.229167,76425.0012,69.56,20.28,0.24
21.230556,76430.0016,69.57,20.28,0.24
21.231944,76434.9984,69.57,20.27,0.24
21.233333,76439.9988,69.58,20.27,0.24
21.234722,76444.9992,69.58,20.27,0.24
21.236111,76449.9996,69.58,20.28,0.24
21.2375,76455,69.59,20.27,0.24
21.238889,76460.0004,70.21,20.27,0.242
21.240278,76465.0008,71.22,20.28,0.246
21.241667,76470.0012,72.26,20.28,0.249
21.243056,76475.0016,73.11,20.29,0.252
21.244444,76479.9984,73.86,20.3,0.255
21.245833,76484.9988,74.4,20.3,0.257
21.247222,76489.9992,74.86,20.31,0.259
21.248611,76494.9996,75.19,20.31,0.26
21.25,76500,75.44,20.32,0.261
21.251389,76505.0004,75.7,20.32,0.262
21.252778,76510.0008,75.9,20.33,0.263
21.254167,76515.0012,76.07,20.33,0.263
21.255556,76520.0016,76.23,20.33,0.264
21.256944,76524.9984,76.39,20.33,0.264
21.258333,76529.9988,76.52,20.33,0.265
21.259722,76534.9992,76.64,20.33,0.265
21.261111,76539.9996,76.73,20.33,0.266
21.2625,76545,76.83,20.34,0.266
21.263889,76550.0004,76.91,20.33,0.266
21.265278,76555.0008,77,20.33,0.267
21.266667,76560.0012,77.09,20.33,0.267
21.268056,76565.0016,77.17,20.33,0.267
21.269444,76569.9984,77.24,20.33,0.267
21.270833,76574.9988,77.31,20.33,0.268
21.272222,76579.9992,77.37,20.33,0.268
21.273611,76584.9996,77.44,20.33,0.268
21.275,76590,77.49,20.33,0.268
21.276389,76595.0004,77.54,20.33,0.268
21.277778,76600.0008,77.58,20.32,0.268
21.279167,76605.0012,77.62,20.32,0.269
21.280556,76610.0016,77.66,20.32,0.269
21.281944,76614.9984,77.7,20.32,0.269
21.283333,76619.9988,77.71,20.32,0.269
21.284722,76624.9992,77.75,20.32,0.269
21.286111,76629.9996,77.79,20.31,0.269
21.2875,76635,77.83,20.32,0.269
21.288889,76640.0004,77.86,20.31,0.269
21.290278,76645.0008,77.88,20.31,0.269
21.291667,76650.0012,77.92,20.3,0.269
21.293056,76655.0016,77.95,20.31,0.269
21.294444,76659.9984,77.97,20.31,0.27
21.295833,76664.9988,78,20.31,0.27
21.297222,76669.9992,78.01,20.31,0.27
21.298611,76674.9996,78.04,20.31,0.27
21.3,76680,78.08,20.3,0.27
21.301389,76685.0004,78.12,20.3,0.27
21.302778,76690.0008,78.15,20.29,0.27
21.304167,76695.0012,78.17,20.3,0.27
21.305556,76700.0016,78.19,20.3,0.27
21.306944,76704.9984,78.19,20.29,0.27
21.308333,76709.9988,78.21,20.29,0.27
21.309722,76714.9992,78.24,20.29,0.27
21.311111,76719.9996,78.26,20.29,0.27
21.3125,76725,78.27,20.29,0.27
21.313889,76730.0004,78.29,20.29,0.27
21.315278,76735.0008,78.32,20.29,0.27
21.316667,76740.0012,78.35,20.29,0.27
21.318056,76745.0016,78.37,20.29,0.271
21.319444,76749.9984,78.39,20.28,0.271
21.320833,76754.9988,78.41,20.28,0.271
21.322222,76759.9992,78.88,20.28,0.272
21.323611,76764.9996,79.8,20.29,0.276
21.325,76770,80.78,20.29,0.279
21.326389,76775.0004,81.56,20.3,0.282
21.327778,76780.0008,82.25,20.31,0.284
21.329167,76785.0012,82.75,20.31,0.286
21.330556,76790.0016,83.19,20.32,0.288
21.331944,76794.9984,83.53,20.33,0.289
21.333333,76799.9988,83.84,20.33,0.29
21.334722,76804.9992,84.09,20.34,0.291
21.336111,76809.9996,84.31,20.34,0.292
21.3375,76815,84.51,20.34,0.293
21.338889,76820.0004,84.68,20.34,0.293
21.340278,76825.0008,84.84,20.34,0.294
21.341667,76830.0012,84.97,20.35,0.294
21.343056,76835.0016,85.1,20.35,0.295
21.344444,76839.9984,85.2,20.34,0.295
21.345833,76844.9988,85.3,20.35,0.296
21.347222,76849.9992,85.4,20.34,0.296
21.348611,76854.9996,85.48,20.34,0.296
21.35,76860,85.56,20.35,0.296
21.351389,76865.0004,85.63,20.35,0.297
21.352778,76870.0008,85.7,20.34,0.297
21.354167,76875.0012,85.77,20.34,0.297
21.355556,76880.0016,85.84,20.34,0.297
21.356944,76884.9984,85.91,20.34,0.298
21.358333,76889.9988,85.97,20.34,0.298
21.359722,76894.9992,86.04,20.34,0.298
21.361111,76899.9996,86.1,20.34,0.298
21.3625,76905,86.15,20.33,0.298
21.363889,76910.0004,86.2,20.33,0.298
21.365278,76915.0008,86.25,20.33,0.299
21.366667,76920.0012,86.3,20.33,0.299
21.368056,76925.0016,86.35,20.33,0.299
21.369444,76929.9984,86.39,20.33,0.299
21.370833,76934.9988,86.44,20.33,0.299
21.372222,76939.9992,86.48,20.33,0.299
21.373611,76944.9996,86.52,20.33,0.299
21.375,76950,86.57,20.32,0.3
21.376389,76955.0004,86.61,20.32,0.3
21.377778,76960.0008,86.66,20.32,0.3
21.379167,76965.0012,86.7,20.32,0.3
21.380556,76970.0016,86.75,20.32,0.3
21.381944,76974.9984,86.78,20.31,0.3
21.383333,76979.9988,86.81,20.31,0.3
21.384722,76984.9992,86.84,20.31,0.3
21.386111,76989.9996,86.87,20.31,0.3
21.3875,76995,86.9,20.31,0.3
21.388889,77000.0004,86.93,20.31,0.301
21.390278,77005.0008,86.96,20.31,0.301
21.391667,77010.0012,86.99,20.31,0.301
21.393056,77015.0016,87.02,20.31,0.301
21.394444,77019.9984,87.04,20.31,0.301
21.395833,77024.9988,87.07,20.3,0.301
21.397222,77029.9992,87.1,20.31,0.301
21.398611,77034.9996,87.13,20.3,0.301
21.4,77040,87.16,20.31,0.301
21.401389,77045.0004,87.18,20.3,0.301
21.402778,77050.0008,87.21,20.3,0.301
21.404167,77055.0012,87.23,20.3,0.301
21.405556,77060.0016,87.31,20.3,0.302
21.406944,77064.9984,87.5,20.31,0.302
21.408333,77069.9988,87.72,20.31,0.303
21.409722,77074.9992,87.95,20.31,0.304
21.411111,77079.9996,88.14,20.31,0.305
21.4125,77085,88.34,20.31,0.305
21.413889,77090.0004,88.5,20.32,0.306
21.415278,77095.0008,88.66,20.32,0.307
21.416667,77100.0012,88.8,20.32,0.307
21.418056,77105.0016,88.94,20.33,0.308
21.419444,77109.9984,89.05,20.33,0.308
