VaisalaTimeHours,"RH, %","T, °C","pw, psi"
15.175000,27.62,15.44,0.07
15.176389,27.61,15.44,0.07
15.177778,27.6,15.45,0.07
15.179167,27.6,15.45,0.07
15.180556,27.59,15.46,0.07
15.181944,27.58,15.47,0.07
15.183333,27.57,15.46,0.07
15.184722,27.56,15.47,0.07
15.186111,27.56,15.47,0.07
15.187500,27.55,15.48,0.07
15.188889,27.55,15.48,0.07
15.190278,27.55,15.49,0.07
15.191667,27.55,15.49,0.07
15.193056,27.54,15.49,0.07
15.194444,27.54,15.5,0.07
15.195833,27.53,15.5,0.07
15.197222,27.52,15.5,0.07
15.198611,27.53,15.5,0.07
15.200000,27.53,15.51,0.07
15.201389,27.53,15.51,0.07
15.202778,27.52,15.52,0.07
15.204167,27.51,15.52,0.07
15.205556,27.5,15.52,0.07
15.206944,27.49,15.53,0.07
15.208333,27.48,15.53,0.07
15.209722,27.48,15.53,0.07
15.211111,27.47,15.53,0.07
15.212500,27.47,15.54,0.07
15.213889,27.46,15.54,0.07
15.215278,27.46,15.55,0.07
15.216667,27.46,15.55,0.07
15.218056,27.45,15.55,0.07
15.219444,27.45,15.56,0.07
15.220833,27.44,15.56,0.07
15.222222,27.43,15.56,0.07
15.223611,27.43,15.57,0.07
15.225000,27.43,15.57,0.07
15.226389,27.42,15.57,0.07
15.227778,27.42,15.57,0.07
15.229167,27.42,15.58,0.07
15.230556,27.41,15.58,0.07
15.231944,27.4,15.59,0.07
15.233333,27.4,15.59,0.07
15.234722,27.4,15.59,0.07
15.236111,27.39,15.59,0.07
15.237500,27.39,15.59,0.07
15.238889,27.38,15.6,0.07
15.240278,27.38,15.6,0.07
15.241667,27.37,15.6,0.07
15.243056,27.37,15.6,0.07
15.244444,27.37,15.61,0.07
15.245833,27.37,15.61,0.07
15.247222,27.36,15.61,0.07
15.248611,27.36,15.62,0.07
15.250000,27.35,15.61,0.07
15.251389,27.35,15.62,0.07
15.252778,27.35,15.63,0.07
15.254167,27.34,15.63,0.07
15.255556,27.33,15.63,0.07
15.256944,27.32,15.63,0.07
15.258333,27.31,15.63,0.07
15.259722,27.31,15.64,0.07
15.261111,27.3,15.64,0.07
15.262500,27.3,15.64,0.07
15.263889,27.3,15.64,0.07
15.265278,27.3,15.65,0.07
15.266667,27.29,15.65,0.07
15.268056,27.29,15.65,0.07
15.269444,27.28,15.65,0.07
15.270833,27.27,15.65,0.07
15.272222,27.27,15.66,0.07
15.273611,27.26,15.66,0.07
15.275000,27.25,15.66,0.07
15.276389,27.25,15.66,0.07
15.277778,27.25,15.66,0.07
15.279167,27.24,15.67,0.07
15.280556,27.24,15.67,0.07
15.281944,27.23,15.67,0.07
15.283333,27.23,15.67,0.07
15.284722,27.23,15.67,0.07
15.286111,27.23,15.68,0.07
15.287500,27.23,15.67,0.07
15.288889,27.22,15.68,0.07
15.290278,27.22,15.68,0.07
15.291667,27.23,15.68,0.07
15.293056,27.23,15.68,0.07
15.294444,27.22,15.69,0.07
15.295833,27.21,15.69,0.07
15.297222,27.21,15.69,0.07
15.298611,27.21,15.69,0.07
15.300000,27.2,15.69,0.07
15.301389,27.2,15.69,0.07
15.302778,27.2,15.69,0.07
15.304167,27.2,15.69,0.07
15.305556,27.19,15.69,0.07
15.306944,27.19,15.7,0.07
15.308333,27.19,15.7,0.07
15.309722,27.19,15.7,0.07
15.311111,27.18,15.7,0.07
15.312500,27.18,15.7,0.07
15.313889,27.18,15.71,0.07
15.315278,27.18,15.7,0.07
15.316667,27.18,15.71,0.07
15.318056,27.17,15.71,0.07
15.319444,27.17,15.71,0.07
15.320833,27.17,15.71,0.07
15.322222,27.17,15.72,0.07
15.323611,27.18,15.71,0.07
15.325000,27.17,15.71,0.07
15.326389,27.17,15.72,0.07
15.327778,27.17,15.71,0.07
15.329167,27.17,15.72,0.07
15.330556,27.17,15.72,0.07
15.331944,27.17,15.72,0.07
15.333333,27.17,15.72,0.07
15.334722,27.17,15.72,0.07
15.336111,27.16,15.72,0.07
15.337500,27.16,15.72,0.07
15.338889,27.16,15.73,0.07
15.340278,27.16,15.73,0.07
15.341667,27.16,15.73,0.07
15.343056,27.15,15.73,0.07
15.344444,27.15,15.73,0.07
15.345833,27.15,15.73,0.07
15.347222,27.14,15.74,0.07
15.348611,27.14,15.74,0.07
15.350000,27.14,15.73,0.07
15.351389,27.15,15.74,0.07
15.352778,27.15,15.74,0.07
15.354167,27.14,15.74,0.07
15.355556,27.14,15.75,0.07
15.356944,27.14,15.75,0.07
15.358333,27.14,15.75,0.07
15.359722,27.13,15.75,0.07
15.361111,27.13,15.75,0.07
15.362500,27.12,15.75,0.07
15.363889,27.12,15.75,0.07
15.365278,27.12,15.75,0.07
15.366667,27.12,15.76,0.07
15.368056,27.12,15.76,0.07
15.369444,27.12,15.76,0.07
15.370833,27.12,15.76,0.07
15.372222,27.12,15.76,0.07
15.373611,27.12,15.76,0.07
15.375000,27.12,15.76,0.07
15.376389,27.12,15.76,0.07
15.377778,27.12,15.77,0.07
15.379167,27.12,15.76,0.07
15.380556,27.11,15.77,0.07
15.381944,27.11,15.77,0.07
15.383333,27.11,15.77,0.07
15.384722,27.1,15.77,0.07
15.386111,27.1,15.77,0.07
15.387500,27.09,15.78,0.07
15.388889,27.09,15.77,0.07
15.390278,27.08,15.78,0.07
15.391667,27.08,15.78,0.07
15.393056,27.07,15.78,0.07
15.394444,27.07,15.78,0.07
15.395833,27.07,15.78,0.07
15.397222,27.07,15.78,0.07
15.398611,27.08,15.78,0.07
15.400000,27.08,15.78,0.07
15.401389,27.08,15.78,0.07
15.402778,27.08,15.78,0.07
15.404167,27.07,15.79,0.07
15.405556,27.07,15.79,0.07
15.406944,27.07,15.79,0.07
15.408333,27.07,15.79,0.07
15.409722,27.07,15.79,0.07
15.411111,27.07,15.79,0.07
15.412500,27.07,15.79,0.07
15.413889,27.06,15.79,0.07
15.415278,27.06,15.79,0.07
15.416667,27.06,15.8,0.07
15.418056,27.06,15.79,0.07
15.419444,27.07,15.79,0.07
15.420833,27.07,15.8,0.07
15.422222,27.06,15.8,0.07
15.423611,27.06,15.8,0.07
15.425000,27.06,15.8,0.07
15.426389,27.06,15.8,0.07
15.427778,27.06,15.8,0.07
15.429167,27.06,15.8,0.07
15.430556,27.06,15.8,0.07
15.431944,27.06,15.81,0.07
15.433333,27.06,15.8,0.07
15.434722,27.06,15.8,0.07
15.436111,27.06,15.8,0.07
15.437500,27.06,15.81,0.07
15.438889,27.06,15.81,0.07
15.440278,27.05,15.81,0.07
15.441667,27.05,15.81,0.07
15.443056,27.05,15.81,0.07
15.444444,27.05,15.81,0.07
15.445833,27.05,15.81,0.07
15.447222,27.05,15.81,0.07
15.448611,27.04,15.81,0.07
15.450000,27.05,15.81,0.07
15.451389,27.05,15.81,0.07
15.452778,27.05,15.81,0.07
15.454167,27.05,15.81,0.07
15.455556,27.04,15.81,0.07
15.456944,27.04,15.82,0.07
15.458333,27.04,15.82,0.07
15.459722,27.03,15.82,0.07
15.461111,27.03,15.82,0.07
15.462500,27.03,15.82,0.07
15.463889,27.02,15.82,0.07
15.465278,27.03,15.82,0.07
15.466667,27.03,15.82,0.07
15.468056,27.03,15.82,0.07
15.469444,27.03,15.82,0.07
15.470833,27.03,15.82,0.07
15.472222,27.03,15.82,0.07
15.473611,27.03,15.82,0.07
15.475000,27.03,15.82,0.07
15.476389,27.03,15.83,0.071
15.477778,27.03,15.83,0.07
15.479167,27.03,15.82,0.07
15.480556,27.03,15.82,0.07
15.481944,27.03,15.83,0.071
15.483333,27.03,15.83,0.071
15.484722,27.03,15.83,0.07
15.486111,27.03,15.83,0.071
15.487500,27.03,15.83,0.071
15.488889,27.03,15.83,0.071
15.490278,27.03,15.83,0.071
15.491667,27.03,15.83,0.07
15.493056,27.03,15.83,0.071
15.494444,27.03,15.83,0.071
15.495833,27.03,15.83,0.071
15.497222,27.02,15.84,0.071
15.498611,27.02,15.84,0.071
15.500000,27.02,15.83,0.071
15.501389,27.02,15.84,0.071
15.502778,27.02,15.84,0.071
15.504167,27.02,15.84,0.071
15.505556,27.02,15.83,0.07
15.506944,27.02,15.83,0.071
15.508333,27.02,15.84,0.071
15.509722,27.02,15.84,0.071
15.511111,27.02,15.84,0.071
15.512500,27.01,15.84,0.071
15.513889,27.02,15.84,0.071
15.515278,27.02,15.84,0.071
15.516667,27.03,15.84,0.071
15.518056,27.03,15.84,0.071
15.519444,27.03,15.84,0.071
15.520833,27.03,15.84,0.071
15.522222,27.03,15.84,0.071
15.523611,27.03,15.84,0.071
15.525000,27.03,15.84,0.071
15.526389,27.03,15.85,0.071
15.527778,27.03,15.84,0.071
15.529167,27.03,15.84,0.071
15.530556,27.04,15.84,0.071
15.531944,27.04,15.84,0.071
15.533333,27.04,15.84,0.071
15.534722,27.04,15.85,0.071
15.536111,27.04,15.85,0.071
15.537500,27.04,15.85,0.071
15.538889,27.04,15.85,0.071
15.540278,27.03,15.85,0.071
15.541667,27.03,15.85,0.071
15.543056,27.04,15.85,0.071
15.544444,27.04,15.85,0.071
15.545833,27.04,15.85,0.071
15.547222,27.03,15.85,0.071
15.548611,27.04,15.85,0.071
15.550000,27.04,15.86,0.071
15.551389,27.04,15.86,0.071
15.552778,27.04,15.85,0.071
15.554167,27.03,15.85,0.071
15.555556,27.03,15.86,0.071
15.556944,27.03,15.85,0.071
15.558333,27.03,15.86,0.071
15.559722,27.03,15.86,0.071
15.561111,27.03,15.86,0.071
15.562500,27.03,15.86,0.071
15.563889,27.03,15.86,0.071
15.565278,27.02,15.86,0.071
15.566667,27.02,15.86,0.071
15.568056,27.02,15.86,0.071
15.569444,27.02,15.86,0.071
15.570833,27.02,15.86,0.071
15.572222,27.02,15.86,0.071
15.573611,27.02,15.86,0.071
15.575000,27.02,15.87,0.071
15.576389,27.02,15.87,0.071
15.577778,27.02,15.87,0.071
15.579167,27.02,15.87,0.071
15.580556,27.01,15.87,0.071
15.581944,27.02,15.87,0.071
15.583333,27.02,15.87,0.071
15.584722,27.02,15.87,0.071
15.586111,27.01,15.87,0.071
15.587500,27.01,15.87,0.071
15.588889,27.01,15.87,0.071
15.590278,27.01,15.87,0.071
15.591667,27,15.87,0.071
15.593056,27,15.87,0.071
15.594444,27,15.88,0.071
15.595833,27,15.88,0.071
15.597222,27,15.88,0.071
15.598611,27,15.88,0.071
15.600000,27,15.87,0.071
15.601389,27,15.88,0.071
15.602778,26.99,15.88,0.071
15.604167,27,15.88,0.071
15.605556,27,15.88,0.071
15.606944,27,15.88,0.071
15.608333,27,15.88,0.071
15.609722,27,15.88,0.071
15.611111,27,15.88,0.071
15.612500,26.99,15.88,0.071
15.613889,26.99,15.88,0.071
15.615278,26.99,15.88,0.071
15.616667,26.99,15.89,0.071
15.618056,27,15.89,0.071
15.619444,27,15.88,0.071
15.620833,27,15.88,0.071
15.622222,27,15.89,0.071
15.623611,27,15.89,0.071
15.625000,27,15.89,0.071
15.626389,27,15.89,0.071
15.627778,27,15.89,0.071
15.629167,27,15.89,0.071
15.630556,27,15.89,0.071
15.631944,26.99,15.89,0.071
15.633333,26.99,15.89,0.071
15.634722,26.98,15.89,0.071
15.636111,26.98,15.89,0.071
15.637500,26.98,15.89,0.071
15.638889,26.97,15.89,0.071
15.640278,26.97,15.89,0.071
15.641667,26.97,15.9,0.071
15.643056,26.96,15.9,0.071
15.644444,26.96,15.9,0.071
15.645833,26.95,15.9,0.071
15.647222,26.95,15.9,0.071
15.648611,26.95,15.9,0.071
15.650000,26.95,15.9,0.071
15.651389,26.95,15.9,0.071
15.652778,26.95,15.9,0.071
15.654167,26.95,15.9,0.071
15.655556,26.94,15.9,0.071
15.656944,26.95,15.9,0.071
15.658333,26.95,15.9,0.071
15.659722,26.95,15.9,0.071
15.661111,26.94,15.9,0.071
15.662500,26.94,15.9,0.071
15.663889,26.93,15.9,0.071
15.665278,26.93,15.9,0.071
15.666667,26.93,15.9,0.071
15.668056,26.93,15.9,0.071
15.669444,26.93,15.9,0.071
15.670833,26.92,15.9,0.071
15.672222,26.92,15.9,0.071
15.673611,26.92,15.9,0.071
15.675000,26.92,15.9,0.071
15.676389,26.92,15.9,0.071
15.677778,26.92,15.91,0.071
15.679167,26.92,15.9,0.071
15.680556,26.92,15.9,0.071
15.681944,26.92,15.9,0.071
15.683333,26.92,15.9,0.071
15.684722,26.91,15.9,0.071
15.686111,26.92,15.9,0.071
15.687500,26.92,15.9,0.071
15.688889,26.92,15.9,0.071
15.690278,26.92,15.91,0.071
15.691667,26.92,15.9,0.071
15.693056,26.91,15.9,0.071
15.694444,26.91,15.91,0.071
15.695833,26.91,15.9,0.071
15.697222,26.91,15.9,0.071
15.698611,26.91,15.9,0.071
15.700000,26.91,15.91,0.071
15.701389,26.91,15.9,0.071
15.702778,26.91,15.91,0.071
15.704167,26.91,15.91,0.071
15.705556,26.91,15.91,0.071
15.706944,26.91,15.91,0.071
15.708333,26.91,15.91,0.071
15.709722,26.91,15.91,0.071
15.711111,26.91,15.91,0.071
15.712500,26.92,15.91,0.071
15.713889,26.93,15.91,0.071
15.715278,26.93,15.9,0.071
15.716667,26.93,15.91,0.071
15.718056,26.94,15.91,0.071
15.719444,26.94,15.91,0.071
15.720833,26.94,15.91,0.071
15.722222,26.94,15.91,0.071
15.723611,26.94,15.91,0.071
15.725000,26.94,15.91,0.071
15.726389,26.94,15.91,0.071
15.727778,26.95,15.91,0.071
15.729167,26.95,15.91,0.071
15.730556,26.95,15.91,0.071
15.731944,26.95,15.91,0.071
15.733333,26.95,15.91,0.071
15.734722,26.96,15.91,0.071
15.736111,26.96,15.91,0.071
15.737500,26.96,15.91,0.071
15.738889,26.96,15.91,0.071
15.740278,26.96,15.91,0.071
15.741667,26.96,15.91,0.071
15.743056,26.95,15.91,0.071
15.744444,26.94,15.92,0.071
15.745833,26.94,15.92,0.071
15.747222,26.93,15.91,0.071
15.748611,26.88,15.92,0.071
15.750000,26.99,15.92,0.071
15.751389,27.04,15.92,0.071
15.752778,27.05,15.92,0.071
15.754167,27.04,15.91,0.071
15.755556,27.02,15.92,0.071
15.756944,27,15.92,0.071
15.758333,26.99,15.92,0.071
15.759722,26.98,15.92,0.071
15.761111,26.97,15.92,0.071
15.762500,26.96,15.92,0.071
15.763889,26.95,15.92,0.071
15.765278,26.95,15.92,0.071
15.766667,26.95,15.93,0.071
15.768056,26.95,15.92,0.071
15.769444,26.94,15.92,0.071
15.770833,26.93,15.92,0.071
15.772222,26.93,15.92,0.071
15.773611,26.93,15.92,0.071
15.775000,26.93,15.93,0.071
15.776389,26.92,15.93,0.071
15.777778,26.92,15.93,0.071
15.779167,26.92,15.93,0.071
15.780556,26.92,15.92,0.071
15.781944,26.92,15.93,0.071
15.783333,26.92,15.92,0.071
15.784722,26.93,15.93,0.071
15.786111,26.92,15.93,0.071
15.787500,26.92,15.93,0.071
15.788889,26.92,15.93,0.071
15.790278,26.92,15.93,0.071
15.791667,26.92,15.93,0.071
15.793056,26.92,15.93,0.071
15.794444,26.92,15.93,0.071
15.795833,26.92,15.93,0.071
15.797222,26.92,15.93,0.071
15.798611,26.92,15.93,0.071
15.800000,26.92,15.92,0.071
15.801389,26.92,15.93,0.071
15.802778,26.92,15.93,0.071
15.804167,26.92,15.93,0.071
15.805556,26.92,15.93,0.071
15.806944,26.92,15.93,0.071
15.808333,26.92,15.93,0.071
15.809722,26.92,15.93,0.071
15.811111,26.92,15.93,0.071
15.812500,26.92,15.93,0.071
15.813889,26.92,15.93,0.071
15.815278,26.93,15.93,0.071
15.816667,26.93,15.93,0.071
15.818056,26.93,15.93,0.071
15.819444,26.93,15.93,0.071
15.820833,26.93,15.93,0.071
15.822222,26.93,15.92,0.071
15.823611,26.92,15.93,0.071
15.825000,26.92,15.93,0.071
15.826389,26.91,15.93,0.071
15.827778,26.91,15.93,0.071
15.829167,26.91,15.93,0.071
15.830556,26.91,15.93,0.071
15.831944,26.91,15.93,0.071
15.833333,26.91,15.93,0.071
15.834722,26.91,15.93,0.071
15.836111,26.91,15.93,0.071
15.837500,26.91,15.93,0.071
15.838889,26.91,15.93,0.071
15.840278,26.91,15.93,0.071
15.841667,26.92,15.93,0.071
15.843056,26.92,15.93,0.071
15.844444,26.92,15.93,0.071
15.845833,26.92,15.93,0.071
15.847222,26.92,15.93,0.071
15.848611,26.92,15.93,0.071
15.850000,26.92,15.93,0.071
15.851389,26.93,15.93,0.071
15.852778,26.92,15.93,0.071
15.854167,26.92,15.93,0.071
15.855556,26.92,15.93,0.071
15.856944,26.93,15.93,0.071
15.858333,26.93,15.93,0.071
15.859722,26.93,15.93,0.071
15.861111,26.93,15.93,0.071
15.862500,26.94,15.93,0.071
15.863889,26.92,15.93,0.071
15.865278,26.92,15.93,0.071
15.866667,26.93,15.93,0.071
15.868056,26.93,15.93,0.071
15.869444,26.92,15.93,0.071
15.870833,26.92,15.93,0.071
15.872222,26.92,15.93,0.071
15.873611,26.92,15.93,0.071
15.875000,26.92,15.93,0.071
15.876389,26.92,15.93,0.071
15.877778,26.91,15.93,0.071
15.879167,26.9,15.93,0.071
15.880556,26.9,15.93,0.071
15.881944,26.89,15.93,0.071
15.883333,26.89,15.93,0.071
15.884722,26.89,15.93,0.071
15.886111,26.89,15.93,0.071
15.887500,26.9,15.93,0.071
15.888889,26.9,15.93,0.071
15.890278,26.9,15.93,0.071
15.891667,26.9,15.93,0.071
15.893056,26.89,15.93,0.071
15.894444,26.9,15.93,0.071
15.895833,26.9,15.93,0.071
15.897222,26.9,15.93,0.071
15.898611,26.91,15.93,0.071
15.900000,26.91,15.93,0.071
15.901389,26.91,15.93,0.071
15.902778,26.91,15.93,0.071
15.904167,26.91,15.93,0.071
15.905556,26.92,15.93,0.071
15.906944,26.92,15.93,0.071
15.908333,26.92,15.93,0.071
15.909722,26.93,15.93,0.071
15.911111,26.93,15.93,0.071
15.912500,26.93,15.93,0.071
15.913889,26.93,15.93,0.071
15.915278,26.94,15.93,0.071
15.916667,26.94,15.93,0.071
15.918056,26.94,15.93,0.071
15.919444,26.94,15.93,0.071
15.920833,26.93,15.93,0.071
15.922222,26.93,15.94,0.071
15.923611,26.93,15.94,0.071
15.925000,26.93,15.93,0.071
15.926389,26.93,15.94,0.071
15.927778,26.93,15.94,0.071
15.929167,26.93,15.94,0.071
15.930556,26.93,15.94,0.071
15.931944,26.93,15.94,0.071
15.933333,26.93,15.94,0.071
15.934722,26.93,15.94,0.071
15.936111,26.94,15.94,0.071
15.937500,26.94,15.94,0.071
15.938889,26.94,15.94,0.071
15.940278,26.93,15.94,0.071
15.941667,26.93,15.94,0.071
15.943056,26.93,15.94,0.071
15.944444,26.93,15.94,0.071
15.945833,26.93,15.94,0.071
15.947222,26.93,15.94,0.071
15.948611,26.92,15.94,0.071
15.950000,26.92,15.94,0.071
15.951389,26.92,15.95,0.071
15.952778,26.92,15.94,0.071
15.954167,26.92,15.94,0.071
15.955556,26.92,15.95,0.071
15.956944,26.92,15.95,0.071
15.958333,26.92,15.94,0.071
15.959722,26.92,15.94,0.071
15.961111,26.92,15.95,0.071
15.962500,26.91,15.95,0.071
15.963889,26.92,15.95,0.071
15.965278,26.92,15.95,0.071
15.966667,26.92,15.95,0.071
15.968056,26.92,15.95,0.071
15.969444,26.91,15.95,0.071
15.970833,26.91,15.95,0.071
15.972222,26.91,15.95,0.071
15.973611,26.91,15.95,0.071
15.975000,26.91,15.95,0.071
15.976389,26.91,15.95,0.071
15.977778,26.91,15.95,0.071
15.979167,26.91,15.95,0.071
15.980556,26.91,15.95,0.071
15.981944,26.91,15.95,0.071
15.983333,26.91,15.95,0.071
15.984722,26.91,15.95,0.071
15.986111,26.91,15.95,0.071
15.987500,26.66,15.94,0.07
15.988889,23.9,15.94,0.063
15.990278,20.36,15.94,0.053
15.991667,17.12,15.93,0.045
15.993056,14.3,15.93,0.038
15.994444,12.18,15.93,0.032
15.995833,10.46,15.92,0.027
15.997222,8.97,15.92,0.024
15.998611,7.85,15.93,0.021
16.000000,6.94,15.93,0.018
16.001389,6.15,15.92,0.016
16.002778,5.54,15.92,0.015
16.004167,5.02,15.93,0.013
16.005556,4.56,15.92,0.012
16.006944,4.2,15.92,0.011
16.008333,3.89,15.92,0.01
16.009722,3.6,15.92,0.009
16.011111,3.37,15.92,0.009
16.012500,3.16,15.92,0.008
16.013889,3.01,15.92,0.008
16.015278,2.88,15.92,0.008
16.016667,2.74,15.92,0.007
16.018056,2.61,15.92,0.007
16.019444,2.5,15.93,0.007
16.020833,2.39,15.92,0.006
16.022222,2.29,15.92,0.006
16.023611,2.2,15.93,0.006
16.025000,2.12,15.93,0.006
16.026389,2.04,15.93,0.005
16.027778,1.98,15.93,0.005
16.029167,1.91,15.93,0.005
16.030556,1.85,15.92,0.005
16.031944,1.8,15.93,0.005
16.033333,1.74,15.93,0.005
16.034722,1.7,15.93,0.004
16.036111,1.65,15.93,0.004
16.037500,1.62,15.93,0.004
16.038889,1.61,15.93,0.004
16.040278,1.58,15.93,0.004
16.041667,1.55,15.93,0.004
16.043056,1.52,15.93,0.004
16.044444,1.49,15.93,0.004
16.045833,1.46,15.93,0.004
16.047222,1.43,15.93,0.004
16.048611,1.4,15.93,0.004
16.050000,1.37,15.93,0.004
16.051389,1.34,15.93,0.004
16.052778,1.32,15.93,0.003
16.054167,1.29,15.93,0.003
16.055556,1.27,15.93,0.003
16.056944,1.25,15.93,0.003
16.058333,1.23,15.93,0.003
16.059722,1.2,15.93,0.003
16.061111,1.19,15.93,0.003
16.062500,1.18,15.93,0.003
16.063889,1.18,15.93,0.003
16.065278,1.17,15.94,0.003
16.066667,1.16,15.93,0.003
16.068056,1.15,15.94,0.003
16.069444,1.13,15.94,0.003
16.070833,1.11,15.94,0.003
16.072222,1.1,15.93,0.003
16.073611,1.08,15.93,0.003
16.075000,1.07,15.93,0.003
16.076389,1.05,15.93,0.003
16.077778,1.04,15.93,0.003
16.079167,1.02,15.94,0.003
16.080556,1,15.93,0.003
16.081944,0.99,15.94,0.003
16.083333,0.97,15.94,0.003
16.084722,0.96,15.94,0.003
16.086111,0.95,15.94,0.003
16.087500,0.95,15.94,0.003
16.088889,0.95,15.94,0.003
16.090278,0.95,15.94,0.003
16.091667,0.95,15.94,0.002
16.093056,0.94,15.94,0.002
16.094444,0.93,15.95,0.002
16.095833,0.91,15.95,0.002
16.097222,0.9,15.94,0.002
16.098611,0.89,15.94,0.002
16.100000,0.88,15.94,0.002
16.101389,0.87,15.94,0.002
16.102778,0.85,15.94,0.002
16.104167,0.84,15.94,0.002
16.105556,0.83,15.95,0.002
16.106944,0.82,15.95,0.002
16.108333,0.81,15.95,0.002
16.109722,0.8,15.94,0.002
16.111111,0.79,15.95,0.002
16.112500,0.78,15.95,0.002
16.113889,0.77,15.95,0.002
16.115278,0.77,15.95,0.002
16.116667,0.78,15.95,0.002
16.118056,0.78,15.95,0.002
16.119444,0.78,15.95,0.002
16.120833,0.77,15.95,0.002
16.122222,0.77,15.95,0.002
16.123611,0.76,15.95,0.002
16.125000,0.75,15.95,0.002
16.126389,0.74,15.95,0.002
16.127778,0.73,15.95,0.002
16.129167,0.72,15.95,0.002
16.130556,0.72,15.95,0.002
16.131944,0.71,15.95,0.002
16.133333,0.7,15.95,0.002
16.134722,0.69,15.95,0.002
16.136111,0.68,15.95,0.002
16.137500,0.67,15.95,0.002
16.138889,0.67,15.95,0.002
16.140278,0.66,15.95,0.002
16.141667,0.65,15.95,0.002
16.143056,0.65,15.95,0.002
16.144444,0.64,15.96,0.002
16.145833,0.63,15.95,0.002
16.147222,0.63,15.95,0.002
16.148611,0.63,15.96,0.002
16.150000,0.63,15.96,0.002
16.151389,0.64,15.96,0.002
16.152778,0.64,15.96,0.002
16.154167,0.63,15.96,0.002
16.155556,0.64,15.96,0.002
16.156944,0.86,15.97,0.002
16.158333,1.54,15.97,0.004
16.159722,2.46,15.97,0.006
16.161111,3.57,15.98,0.009
16.162500,4.61,15.98,0.012
16.163889,5.63,15.98,0.015
16.165278,6.46,15.98,0.017
16.166667,7.25,15.99,0.019
16.168056,7.87,15.98,0.021
16.169444,8.41,15.98,0.022
16.170833,8.89,15.99,0.023
16.172222,9.26,15.99,0.024
16.173611,9.57,15.99,0.025
16.175000,9.83,15.99,0.026
16.176389,10.04,15.99,0.026
16.177778,10.22,15.99,0.027
16.179167,10.34,15.99,0.027
16.180556,10.46,15.99,0.028
16.181944,10.59,15.99,0.028
16.183333,10.68,15.99,0.028
16.184722,10.76,15.99,0.028
16.186111,10.83,15.99,0.029
16.187500,10.91,15.99,0.029
16.188889,10.95,15.99,0.029
16.190278,10.99,15.99,0.029
16.191667,11.03,15.99,0.029
16.193056,11.08,15.99,0.029
16.194444,11.12,16,0.029
16.195833,11.13,15.99,0.029
16.197222,11.16,15.99,0.029
16.198611,11.19,15.99,0.029
16.200000,11.21,15.99,0.03
16.201389,11.23,15.99,0.03
16.202778,11.24,15.99,0.03
16.204167,11.24,15.99,0.03
16.205556,11.25,15.99,0.03
16.206944,11.27,15.99,0.03
16.208333,11.3,15.99,0.03
16.209722,11.33,15.99,0.03
16.211111,11.34,15.99,0.03
16.212500,11.36,15.99,0.03
16.213889,11.35,15.99,0.03
16.215278,11.34,15.99,0.03
16.216667,11.33,15.99,0.03
16.218056,11.36,15.99,0.03
16.219444,11.38,15.99,0.03
16.220833,11.38,15.99,0.03
16.222222,11.4,15.99,0.03
16.223611,11.41,15.99,0.03
16.225000,11.4,15.99,0.03
16.226389,11.42,15.99,0.03
16.227778,11.43,15.99,0.03
16.229167,11.44,15.99,0.03
16.230556,11.43,16,0.03
16.231944,11.43,15.99,0.03
16.233333,11.47,15.99,0.03
16.234722,11.47,15.99,0.03
16.236111,11.47,15.99,0.03
16.237500,11.5,15.99,0.03
16.238889,11.98,15.99,0.032
16.240278,13.07,15.99,0.034
16.241667,14.36,16,0.038
16.243056,15.64,16,0.041
16.244444,16.83,16,0.044
16.245833,17.75,16,0.047
16.247222,18.48,16,0.049
16.248611,19.1,16,0.05
16.250000,19.56,16,0.052
16.251389,19.91,16,0.053
16.252778,20.21,16,0.053
16.254167,20.43,16,0.054
16.255556,20.61,16,0.054
16.256944,20.75,16,0.055
16.258333,20.87,16,0.055
16.259722,20.96,16,0.055
16.261111,21.04,16,0.055
16.262500,21.11,16,0.056
16.263889,21.16,16,0.056
16.265278,21.21,16,0.056
16.266667,21.26,16.01,0.056
16.268056,21.29,16,0.056
16.269444,21.31,16.01,0.056
16.270833,21.33,16.01,0.056
16.272222,21.36,16,0.056
16.273611,21.38,16,0.056
16.275000,21.41,16,0.056
16.276389,21.42,16,0.057
16.277778,21.43,16.01,0.057
16.279167,21.45,16,0.057
16.280556,21.47,16,0.057
16.281944,21.49,16.01,0.057
16.283333,21.5,16,0.057
16.284722,21.51,16,0.057
16.286111,21.52,16,0.057
16.287500,21.53,16,0.057
16.288889,21.54,16,0.057
16.290278,21.55,16,0.057
16.291667,21.56,16.01,0.057
16.293056,21.56,16,0.057
16.294444,21.57,16,0.057
16.295833,21.57,16,0.057
16.297222,21.58,16,0.057
16.298611,21.59,16,0.057
16.300000,21.6,16,0.057
16.301389,21.6,16,0.057
16.302778,21.6,16,0.057
16.304167,21.6,16,0.057
16.305556,21.61,16,0.057
16.306944,21.61,16,0.057
16.308333,21.61,16,0.057
16.309722,21.62,16,0.057
16.311111,21.62,16,0.057
16.312500,21.63,16,0.057
16.313889,21.63,16.01,0.057
16.315278,21.64,16,0.057
16.316667,21.64,16,0.057
16.318056,21.64,16,0.057
16.319444,21.64,16,0.057
16.320833,21.69,16,0.057
16.322222,22.46,16,0.059
16.323611,23.8,16.01,0.063
16.325000,25.27,16.01,0.067
16.326389,26.65,16.01,0.07
16.327778,27.7,16.01,0.073
